GROUP	PROJECT_PATH	SOURCE_PATH	PROJECT_SIZE	SOURCE_SIZE	SHA256_EQUAL
Variant_Shooter	Content/Variant_Shooter/Blueprints/AI/StateTree/StateTreeTask_FaceActor.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\AI\StateTree\StateTreeTask_FaceActor.uasset	34733	34733	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/AI/StateTree/StateTreeTask_FaceLocation.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\AI\StateTree\StateTreeTask_FaceLocation.uasset	53273	53273	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/AI/StateTree/StateTreeTask_SenseEnemies.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\AI\StateTree\StateTreeTask_SenseEnemies.uasset	267963	267963	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/AI/StateTree/StateTreeTask_SetRandomFloat.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\AI\StateTree\StateTreeTask_SetRandomFloat.uasset	46953	46953	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/AI/StateTree/StateTreeTask_ShootAtTarget.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\AI\StateTree\StateTreeTask_ShootAtTarget.uasset	41312	41312	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/Pickups/BP_ShooterPickup.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\Pickups\BP_ShooterPickup.uasset	171485	171485	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/Pickups/BP_ShooterWeaponBase.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\Pickups\BP_ShooterWeaponBase.uasset	348618	348618	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/Pickups/BPI_Pickups.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\Pickups\BPI_Pickups.uasset	11279	11279	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/Pickups/BPI_WeaponHolder.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\Pickups\BPI_WeaponHolder.uasset	32462	32462	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/Pickups/DT_WeaponList.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\Pickups\DT_WeaponList.uasset	3204	3204	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/Pickups/ST_WeaponTableRow.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\Pickups\ST_WeaponTableRow.uasset	5424	5424	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/Pickups/Projectiles/BP_Shooter_GrenadeExplosion.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\Pickups\Projectiles\BP_Shooter_GrenadeExplosion.uasset	56154	56154	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/Pickups/Projectiles/BP_ShooterProjectile_Bullet.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\Pickups\Projectiles\BP_ShooterProjectile_Bullet.uasset	108324	108324	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/Pickups/Projectiles/BP_ShooterProjectile_Grenade.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\Pickups\Projectiles\BP_ShooterProjectile_Grenade.uasset	39607	39607	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/Pickups/Projectiles/BP_ShooterProjectileBase.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\Pickups\Projectiles\BP_ShooterProjectileBase.uasset	271304	271304	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/Pickups/Projectiles/Materials/M_Explosion.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\Pickups\Projectiles\Materials\M_Explosion.uasset	28329	28329	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/Pickups/Projectiles/Meshes/SM_FoamBullet.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\Pickups\Projectiles\Meshes\SM_FoamBullet.uasset	81876	81876	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/Pickups/Weapons/BP_ShooterWeapon_GrenadeLauncher.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\Pickups\Weapons\BP_ShooterWeapon_GrenadeLauncher.uasset	42102	42102	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/Pickups/Weapons/BP_ShooterWeapon_Pistol.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\Pickups\Weapons\BP_ShooterWeapon_Pistol.uasset	41406	41406	True
Variant_Shooter	Content/Variant_Shooter/Blueprints/Pickups/Weapons/BP_ShooterWeapon_Rifle.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Blueprints\Pickups\Weapons\BP_ShooterWeapon_Rifle.uasset	38746	38746	True
Variant_Shooter	Content/Variant_Shooter/Input/BPI_Touch_Shooter.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Input\BPI_Touch_Shooter.uasset	13300	13300	True
Variant_Shooter	Content/Variant_Shooter/Input/IMC_Weapons.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Input\IMC_Weapons.uasset	3979	3979	True
Variant_Shooter	Content/Variant_Shooter/Input/UI_TouchInterface_Shooter.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Input\UI_TouchInterface_Shooter.uasset	94873	94873	True
Variant_Shooter	Content/Variant_Shooter/Input/Actions/IA_Shoot.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Input\Actions\IA_Shoot.uasset	1740	1740	True
Variant_Shooter	Content/Variant_Shooter/Input/Actions/IA_SwapWeapon.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\Input\Actions\IA_SwapWeapon.uasset	1555	1555	True
Variant_Shooter	Content/Variant_Shooter/UI/M_BulletCounter.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\UI\M_BulletCounter.uasset	37289	37289	True
Variant_Shooter	Content/Variant_Shooter/UI/UI_Shooter.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\UI\UI_Shooter.uasset	63682	63682	True
Variant_Shooter	Content/Variant_Shooter/UI/UI_ShooterBulletCounter.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Variant_Shooter\Content\UI\UI_ShooterBulletCounter.uasset	155863	155863	True
FirstPerson	Content/FirstPerson/MI_FirstPersonColorway.uasset	D:\UE_5.8\Templates\TP_FirstPersonBP\Content\FirstPerson\MI_FirstPersonColorway.uasset	9419	9419	True
FirstPerson	Content/FirstPerson/Anims/ABP_FP_Copy.uasset	D:\UE_5.8\Templates\TP_FirstPersonBP\Content\FirstPerson\Anims\ABP_FP_Copy.uasset	57892	57892	True
FirstPerson	Content/FirstPerson/Anims/CtrlRig_FPWarp.uasset	D:\UE_5.8\Templates\TP_FirstPersonBP\Content\FirstPerson\Anims\CtrlRig_FPWarp.uasset	248824	248824	True
FirstPerson	Content/FirstPerson/Blueprints/BP_FirstPersonCharacter.uasset	D:\UE_5.8\Templates\TP_FirstPerson\Content\FirstPerson\Blueprints\BP_FirstPersonCharacter.uasset	56175	56175	True
FirstPerson	Content/FirstPerson/Blueprints/BP_FirstPersonPlayerController.uasset	D:\UE_5.8\Templates\TP_FirstPerson\Content\FirstPerson\Blueprints\BP_FirstPersonPlayerController.uasset	21713	21713	True
Input	Content/Input/IMC_Default.uasset	D:\UE_5.8\Templates\TemplateResources\High\Input\Content\IMC_Default.uasset	15336	7787	False
Input	Content/Input/IMC_MouseLook.uasset	D:\UE_5.8\Templates\TemplateResources\High\Input\Content\IMC_MouseLook.uasset	2521	2521	True
Input	Content/Input/Actions/IA_Jump.uasset	D:\UE_5.8\Templates\TemplateResources\High\Input\Content\Actions\IA_Jump.uasset	1695	1695	True
Input	Content/Input/Actions/IA_Look.uasset	D:\UE_5.8\Templates\TemplateResources\High\Input\Content\Actions\IA_Look.uasset	1503	1385	False
Input	Content/Input/Actions/IA_MouseLook.uasset	D:\UE_5.8\Templates\TemplateResources\High\Input\Content\Actions\IA_MouseLook.uasset	1410	1410	True
Input	Content/Input/Actions/IA_Move.uasset	D:\UE_5.8\Templates\TemplateResources\High\Input\Content\Actions\IA_Move.uasset	2416	1385	False
Input	Content/Input/Touch/BPI_TouchInterface.uasset	D:\UE_5.8\Templates\TemplateResources\High\Input\Content\Touch\BPI_TouchInterface.uasset	16393	16393	True
Input	Content/Input/Touch/UI_Thumbstick.uasset	D:\UE_5.8\Templates\TemplateResources\High\Input\Content\Touch\UI_Thumbstick.uasset	223040	223040	True
Input	Content/Input/Touch/UI_TouchSimple.uasset	D:\UE_5.8\Templates\TemplateResources\High\Input\Content\Touch\UI_TouchSimple.uasset	70301	70301	True
LevelPrototyping	Content/LevelPrototyping/Materials/M_FlatCol.uasset	D:\UE_5.8\Templates\TemplateResources\High\LevelPrototyping\Content\Materials\M_FlatCol.uasset	11771	11771	True
LevelPrototyping	Content/LevelPrototyping/Materials/MI_DefaultColorway.uasset	D:\UE_5.8\Templates\TemplateResources\High\LevelPrototyping\Content\Materials\MI_DefaultColorway.uasset	9260	9260	True
XRFramework	Content/XRFramework/Input/BP_InputModifier_XAxisPositiveOnly.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\XRFramework\Content\Input\BP_InputModifier_XAxisPositiveOnly.uasset	39719	39719	True
XRFramework	Content/XRFramework/Input/Actions/IA_Grab_Left_Pressed.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\XRFramework\Content\Input\Actions\IA_Grab_Left_Pressed.uasset	2338	2338	True
XRFramework	Content/XRFramework/Input/Actions/IA_Grab_Left_Released.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\XRFramework\Content\Input\Actions\IA_Grab_Left_Released.uasset	2164	2164	True
XRFramework	Content/XRFramework/Input/Actions/IA_Grab_Right_Pressed.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\XRFramework\Content\Input\Actions\IA_Grab_Right_Pressed.uasset	2347	2347	True
XRFramework	Content/XRFramework/Input/Actions/IA_Grab_Right_Released.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\XRFramework\Content\Input\Actions\IA_Grab_Right_Released.uasset	2173	2173	True
XRFramework	Content/XRFramework/Input/Actions/IA_Menu_Toggle_Left.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\XRFramework\Content\Input\Actions\IA_Menu_Toggle_Left.uasset	1871	1871	True
XRFramework	Content/XRFramework/Input/Actions/IA_Menu_Toggle_Right.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\XRFramework\Content\Input\Actions\IA_Menu_Toggle_Right.uasset	1880	1880	True
XRFramework	Content/XRFramework/Input/Actions/IA_Move.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\XRFramework\Content\Input\Actions\IA_Move.uasset	2416	2416	True
XRFramework	Content/XRFramework/Input/Actions/IA_Turn.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\XRFramework\Content\Input\Actions\IA_Turn.uasset	2295	2295	True
Weapons	Content/Weapons/.gitkeep		0		False
Weapons	Content/Weapons/Definitions/DA_ASWW_Rifle_01.uasset		1344		False
Weapons	Content/Weapons/GrenadeLauncher/Materials/M_ProjectileBullet.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Weapons\Content\GrenadeLauncher\Materials\M_ProjectileBullet.uasset	14888	14888	True
Weapons	Content/Weapons/GrenadeLauncher/Meshes/FirstPersonProjectileMesh.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Weapons\Content\GrenadeLauncher\Meshes\FirstPersonProjectileMesh.uasset	33630	33630	True
Weapons	Content/Weapons/Pistol/Materials/MI_Weapon_Pistol.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Weapons\Content\Pistol\Materials\MI_Weapon_Pistol.uasset	17359	17359	True
Weapons	Content/Weapons/Pistol/Meshes/PA_Pistol.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Weapons\Content\Pistol\Meshes\PA_Pistol.uasset	8807	8807	True
Weapons	Content/Weapons/Pistol/Meshes/SK_Pistol.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Weapons\Content\Pistol\Meshes\SK_Pistol.uasset	9704	9704	True
Weapons	Content/Weapons/Pistol/Meshes/SKM_Pistol.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Weapons\Content\Pistol\Meshes\SKM_Pistol.uasset	999935	999935	True
Weapons	Content/Weapons/Pistol/Textures/T_Pistol_AORM.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Weapons\Content\Pistol\Textures\T_Pistol_AORM.uasset	1263989	1263989	True
Weapons	Content/Weapons/Pistol/Textures/T_Pistol_D.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Weapons\Content\Pistol\Textures\T_Pistol_D.uasset	791319	791319	True
Weapons	Content/Weapons/Pistol/Textures/T_Pistol_Masks.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Weapons\Content\Pistol\Textures\T_Pistol_Masks.uasset	54818	54818	True
Weapons	Content/Weapons/Pistol/Textures/T_Pistol_N.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Weapons\Content\Pistol\Textures\T_Pistol_N.uasset	1094269	1094269	True
Weapons	Content/Weapons/Rifle/Materials/M_Rifle.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Weapons\Content\Rifle\Materials\M_Rifle.uasset	12404	12404	True
Weapons	Content/Weapons/Rifle/Materials/M_Weapon.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Weapons\Content\Rifle\Materials\M_Weapon.uasset	29581	29581	True
Weapons	Content/Weapons/Rifle/Meshes/PA_Rifle.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Weapons\Content\Rifle\Meshes\PA_Rifle.uasset	7677	7677	True
Weapons	Content/Weapons/Rifle/Meshes/SK_Rifle.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Weapons\Content\Rifle\Meshes\SK_Rifle.uasset	7939	7939	True
Weapons	Content/Weapons/Rifle/Meshes/SKM_Rifle.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Weapons\Content\Rifle\Meshes\SKM_Rifle.uasset	2584805	2584805	True
Weapons	Content/Weapons/Rifle/Meshes/SM_Rifle.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Weapons\Content\Rifle\Meshes\SM_Rifle.uasset	450116	450116	True
Weapons	Content/Weapons/Rifle/Textures/T_Rifle_BC.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Weapons\Content\Rifle\Textures\T_Rifle_BC.uasset	429100	429100	True
Weapons	Content/Weapons/Rifle/Textures/T_Rifle_N.uasset	D:\UE_5.8\Templates\TemplateResources\Standard\Weapons\Content\Rifle\Textures\T_Rifle_N.uasset	1115236	1115236	True
